item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
470521,bell,key,bell,key,eye,hammer,eye,hammer,eye,bell,hammer,key,hammer,7,51632740,0231,ABABCDCD,experiment
39824,guitar,smile,guitar,smile,key,sun,key,sun,sun,smile,guitar,key,sun,7,25041673,3102,ABABCDCD,experiment
330420,helicopter,heart,helicopter,heart,cube,eye,cube,eye,cube,eye,helicopter,heart,eye,7,47125630,1023,ABABCDCD,experiment
91101,bell,cube,cube,bell,bell,cube,cube,bell,helicopter,bell,cube,eye,bell,7,06751234,0231,ABBAABBA,experiment
83025,bulb,truck,truck,bulb,bulb,truck,truck,bulb,bulb,truck,cube,helicopter,bulb,7,06521734,2130,ABBAABBA,experiment
162441,wheat,bulb,bulb,wheat,wheat,bulb,bulb,wheat,wheat,bulb,smile,bell,wheat,7,24610753,2103,ABBAABBA,experiment
495006,star,heart,heart,star,star,heart,heart,star,heart,star,truck,hammer,star,7,64310275,1320,ABBAABBA,experiment
566773,carrot,pyramid,pyramid,carrot,carrot,pyramid,pyramid,carrot,wheat,pyramid,carrot,eye,carrot,7,60437125,2013,ABBAABBA,experiment
327699,carrot,heart,heart,carrot,carrot,heart,heart,carrot,smile,guitar,heart,carrot,carrot,7,34726051,1023,ABBAABBA,experiment
74093,truck,eye,eye,truck,truck,eye,eye,truck,heart,star,truck,eye,truck,7,43251076,2013,ABBAABBA,experiment
321829,hammer,pyramid,pyramid,hammer,hammer,pyramid,pyramid,hammer,hammer,star,eye,pyramid,hammer,7,75146230,0132,ABBAABBA,experiment
328569,helicopter,bell,bell,helicopter,helicopter,bell,bell,helicopter,helicopter,carrot,bell,key,helicopter,7,24106375,1230,ABBAABBA,experiment
91641,guitar,heart,heart,guitar,guitar,heart,heart,guitar,heart,guitar,hammer,sun,guitar,7,23074156,0132,ABBAABBA,experiment
14310,truck,carrot,carrot,truck,star,cube,cube,star,truck,carrot,cube,star,star,7,27346510,1302,ABBACDDC,experiment
557263,bulb,star,star,bulb,sun,guitar,guitar,sun,bulb,sun,star,guitar,sun,7,24175306,2013,ABBACDDC,experiment
123825,hammer,wheat,wheat,hammer,smile,bulb,bulb,smile,smile,bulb,wheat,hammer,smile,7,36021547,2103,ABBACDDC,experiment
445291,smile,cube,cube,smile,bell,bulb,bulb,bell,smile,cube,bulb,bell,bell,7,67521340,2301,ABBACDDC,experiment
24157,smile,bell,bell,smile,sun,cube,cube,sun,bell,cube,smile,sun,sun,7,41576203,0231,ABBACDDC,experiment
76308,eye,wheat,wheat,eye,key,bell,bell,key,wheat,eye,bell,key,key,7,27546031,3021,ABBACDDC,experiment
418636,guitar,wheat,wheat,guitar,cube,key,key,cube,key,cube,wheat,guitar,cube,7,24351067,2310,ABBACDDC,experiment
419907,helicopter,heart,heart,helicopter,bell,bulb,bulb,bell,bell,heart,helicopter,bulb,bell,7,21357046,3021,ABBACDDC,experiment
128166,heart,helicopter,helicopter,heart,cube,bulb,bulb,cube,helicopter,bulb,heart,cube,cube,7,60521743,0312,ABBACDDC,experiment
100759,key,pyramid,pyramid,key,truck,guitar,guitar,truck,truck,pyramid,guitar,key,truck,7,54761320,3210,ABBACDDC,experiment
70093,smile,guitar,guitar,truck,smile,guitar,guitar,truck,truck,smile,heart,guitar,truck,7,27340516,0312,ABBCABBC,experiment
481658,star,helicopter,helicopter,bell,star,helicopter,helicopter,bell,star,smile,helicopter,bell,bell,7,73214605,1203,ABBCABBC,experiment
94780,wheat,eye,eye,guitar,wheat,eye,eye,guitar,eye,cube,guitar,wheat,guitar,7,73651402,0132,ABBCABBC,experiment
128320,heart,bell,bell,wheat,heart,bell,bell,wheat,heart,wheat,bell,guitar,wheat,7,61574032,3012,ABBCABBC,experiment
99431,guitar,key,key,helicopter,guitar,key,key,helicopter,guitar,helicopter,wheat,key,helicopter,7,52740361,1032,ABBCABBC,experiment
569989,truck,helicopter,helicopter,hammer,truck,helicopter,helicopter,hammer,truck,helicopter,key,hammer,hammer,7,24753016,1302,ABBCABBC,experiment
72163,hammer,eye,eye,smile,hammer,eye,eye,smile,cube,eye,hammer,smile,smile,7,07615432,1230,ABBCABBC,experiment
590721,sun,pyramid,pyramid,star,sun,pyramid,pyramid,star,pyramid,star,sun,truck,star,7,61423057,2013,ABBCABBC,experiment
603620,cube,star,star,smile,cube,star,star,smile,carrot,star,cube,smile,smile,7,24130567,1203,ABBCABBC,experiment
145747,sun,helicopter,helicopter,cube,sun,helicopter,helicopter,cube,guitar,cube,helicopter,sun,cube,7,75126034,2031,ABBCABBC,experiment
395844,key,bulb,cube,key,key,bulb,cube,key,key,smile,bulb,cube,key,7,21367405,3021,ABCAABCA,experiment
483407,heart,helicopter,pyramid,heart,heart,helicopter,pyramid,heart,helicopter,heart,pyramid,smile,heart,7,34702561,2301,ABCAABCA,experiment
646761,wheat,smile,cube,wheat,wheat,smile,cube,wheat,smile,hammer,cube,wheat,wheat,7,63714025,2103,ABCAABCA,experiment
470952,star,heart,truck,star,star,heart,truck,star,star,heart,wheat,truck,star,7,26307514,0132,ABCAABCA,experiment
498488,star,key,cube,star,star,key,cube,star,sun,star,key,cube,star,7,07563412,3210,ABCAABCA,experiment
109901,bell,bulb,cube,bell,bell,bulb,cube,bell,bulb,cube,bell,key,bell,7,12047653,1032,ABCAABCA,experiment
296204,wheat,pyramid,carrot,wheat,wheat,pyramid,carrot,wheat,cube,pyramid,wheat,carrot,wheat,7,72354160,1230,ABCAABCA,experiment
192701,helicopter,bell,carrot,helicopter,helicopter,bell,carrot,helicopter,carrot,bell,helicopter,smile,helicopter,7,47263015,1320,ABCAABCA,experiment
611282,truck,wheat,pyramid,truck,truck,wheat,pyramid,truck,star,wheat,truck,pyramid,truck,7,12567034,3102,ABCAABCA,experiment
408515,smile,guitar,pyramid,smile,smile,guitar,pyramid,smile,smile,pyramid,guitar,carrot,smile,7,03764251,2103,ABCAABCA,experiment
141958,cube,guitar,heart,eye,eye,heart,guitar,cube,guitar,heart,eye,cube,cube,7,23617054,2310,ABCDDCBA,experiment
422889,pyramid,key,smile,star,star,smile,key,pyramid,star,smile,key,pyramid,pyramid,7,62135470,3201,ABCDDCBA,experiment
167465,wheat,heart,bell,guitar,guitar,bell,heart,wheat,wheat,guitar,heart,bell,wheat,7,20576314,1230,ABCDDCBA,experiment
386142,bell,helicopter,star,pyramid,pyramid,star,helicopter,bell,bell,helicopter,pyramid,star,bell,7,20134675,2130,ABCDDCBA,experiment
307880,key,heart,cube,helicopter,helicopter,cube,heart,key,heart,key,helicopter,cube,key,7,41320567,3021,ABCDDCBA,experiment
284465,smile,helicopter,bell,bulb,bulb,bell,helicopter,smile,helicopter,smile,bulb,bell,smile,7,02475613,2031,ABCDDCBA,experiment
505780,helicopter,pyramid,guitar,carrot,carrot,guitar,pyramid,helicopter,helicopter,pyramid,guitar,carrot,helicopter,7,75643102,0321,ABCDDCBA,experiment
350826,eye,wheat,smile,pyramid,pyramid,smile,wheat,eye,wheat,pyramid,smile,eye,eye,7,71450236,2310,ABCDDCBA,experiment
243264,truck,cube,bell,key,key,bell,cube,truck,bell,key,cube,truck,truck,7,70265143,1203,ABCDDCBA,experiment
637641,eye,pyramid,smile,sun,sun,smile,pyramid,eye,eye,smile,pyramid,sun,eye,7,57430126,0132,ABCDDCBA,experiment
416425,guitar,eye,helicopter,truck,bell,bell,truck,helicopter,truck,helicopter,bell,eye,helicopter,7,45073126,1023,ABCDEEDC,experiment
289006,cube,eye,pyramid,wheat,smile,smile,wheat,pyramid,pyramid,smile,eye,wheat,pyramid,7,31642507,0132,ABCDEEDC,experiment
638884,truck,wheat,heart,hammer,pyramid,pyramid,hammer,heart,heart,hammer,truck,wheat,heart,7,41063725,2031,ABCDEEDC,experiment
365226,pyramid,key,wheat,sun,hammer,hammer,sun,wheat,pyramid,key,hammer,wheat,wheat,7,34170265,0231,ABCDEEDC,experiment
291859,key,smile,wheat,sun,eye,eye,sun,wheat,sun,eye,key,wheat,wheat,7,02417653,1302,ABCDEEDC,experiment
2509,pyramid,heart,bell,cube,sun,sun,cube,bell,heart,sun,bell,pyramid,bell,7,56120374,1023,ABCDEEDC,experiment
112347,truck,smile,pyramid,guitar,sun,sun,guitar,pyramid,guitar,truck,pyramid,smile,pyramid,7,62410537,3201,ABCDEEDC,experiment
317922,cube,sun,smile,wheat,carrot,carrot,wheat,smile,carrot,smile,cube,wheat,smile,7,36057241,2310,ABCDEEDC,experiment
486084,truck,eye,helicopter,hammer,pyramid,pyramid,hammer,helicopter,hammer,helicopter,pyramid,eye,helicopter,7,36502714,3120,ABCDEEDC,experiment
67764,smile,guitar,truck,pyramid,helicopter,helicopter,pyramid,truck,smile,pyramid,truck,helicopter,truck,7,06537142,2130,ABCDEEDC,experiment
