item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
495006,atrs,rthae,rthae,atrs,atrs,rthae,rthae,atrs,atrs,rthae,lbbu,ecbu,atrs,0,64310275,1320,ABBAABBA,experiment
321829,haremm,yiapdmr,yiapdmr,haremm,haremm,yiapdmr,yiapdmr,haremm,haremm,lbbu,atrs,yiapdmr,haremm,0,75146230,132,ABBAABBA,experiment
100759,yke,yiapdmr,yiapdmr,yke,rukct,turaig,turaig,rukct,yke,yiapdmr,rukct,turaig,yke,0,54761320,3210,ABBACDDC,experiment
167465,hteaw,rthae,lebl,turaig,turaig,lebl,rthae,hteaw,rthae,hteaw,lebl,turaig,hteaw,0,20576314,1230,ABCDDCBA,experiment
112347,rukct,misle,yiapdmr,turaig,uns,uns,turaig,yiapdmr,yiapdmr,turaig,rukct,misle,rukct,0,62410537,3201,ABCDEEDC,experiment
613040,turaig,uns,uns,turaig,yiapdmr,atrs,atrs,yiapdmr,turaig,uns,atrs,yiapdmr,turaig,0,46701235,3012,ABBACDDC,experiment
331726,yke,rtrcao,rukct,yke,yke,rtrcao,rukct,yke,eey,rtrcao,rukct,yke,yke,0,2365714,1032,ABCAABCA,experiment
457338,hteaw,rukct,eey,hteaw,hteaw,rukct,eey,hteaw,eey,hteaw,olrecihpet,rukct,hteaw,0,62715340,231,ABCAABCA,experiment
588100,olrecihpet,rtrcao,uns,yiapdmr,yiapdmr,uns,rtrcao,olrecihpet,yiapdmr,olrecihpet,uns,rtrcao,olrecihpet,0,65237104,1203,ABCDDCBA,experiment
505015,haremm,turaig,lebl,hteaw,yiapdmr,yiapdmr,hteaw,lebl,haremm,hteaw,turaig,lebl,haremm,0,1742653,213,ABCDEEDC,experiment
144856,rthae,rthae,rthae,lbbu,rthae,rthae,rthae,lbbu,atrs,lbbu,rthae,turaig,rthae,1,74021536,3201,AAABAAAB,experiment
106106,atrs,yke,atrs,yke,misle,yiapdmr,misle,yiapdmr,atrs,yiapdmr,misle,yke,yke,1,60231574,2130,ABABCDCD,experiment
222639,misle,olrecihpet,misle,olrecihpet,hteaw,rtrcao,hteaw,rtrcao,hteaw,misle,rtrcao,olrecihpet,olrecihpet,1,13702465,3012,ABABCDCD,experiment
331497,uns,rthae,rthae,uns,uns,rthae,rthae,uns,rthae,eey,uns,yke,rthae,1,63127450,2130,ABBAABBA,experiment
605684,lebl,atrs,atrs,lebl,ecbu,hteaw,hteaw,ecbu,ecbu,hteaw,atrs,lebl,atrs,1,71304625,3201,ABBACDDC,experiment
314343,hteaw,rthae,olrecihpet,hteaw,hteaw,rthae,olrecihpet,hteaw,rthae,hteaw,olrecihpet,ecbu,rthae,1,36125704,3012,ABCAABCA,experiment
422173,atrs,yiapdmr,olrecihpet,haremm,haremm,olrecihpet,yiapdmr,atrs,yiapdmr,haremm,atrs,olrecihpet,yiapdmr,1,23014657,1203,ABCDDCBA,experiment
40398,atrs,haremm,olrecihpet,rtrcao,rukct,rukct,rtrcao,olrecihpet,atrs,haremm,olrecihpet,rtrcao,haremm,1,51463702,3201,ABCDEEDC,experiment
428986,rthae,yiapdmr,yiapdmr,rthae,olrecihpet,rtrcao,rtrcao,olrecihpet,yiapdmr,olrecihpet,rthae,rtrcao,yiapdmr,1,43251076,321,ABBACDDC,experiment
530102,rukct,eey,eey,rtrcao,rukct,eey,eey,rtrcao,rtrcao,lebl,rukct,eey,eey,1,36507241,132,ABBCABBC,experiment
75115,yke,rtrcao,eey,yke,yke,rtrcao,eey,yke,rtrcao,eey,olrecihpet,yke,rtrcao,1,41062573,2310,ABCAABCA,experiment
508011,yke,rtrcao,uns,rukct,rukct,uns,rtrcao,yke,rukct,uns,rtrcao,yke,rtrcao,1,6253147,2310,ABCDDCBA,experiment
127940,eey,yiapdmr,ecbu,atrs,yke,yke,atrs,ecbu,eey,yiapdmr,ecbu,yke,yiapdmr,1,12340657,1203,ABCDEEDC,experiment
526746,rukct,rukct,rukct,rtrcao,rukct,rukct,rukct,rtrcao,uns,rtrcao,ecbu,rukct,rukct,1,46017235,3201,AAABAAAB,experiment
182672,lebl,turaig,lebl,turaig,haremm,uns,haremm,uns,haremm,lebl,turaig,uns,turaig,1,61073452,3210,ABABCDCD,experiment
516999,yiapdmr,misle,misle,yiapdmr,yiapdmr,misle,misle,yiapdmr,turaig,misle,ecbu,yiapdmr,misle,1,75012463,1032,ABBAABBA,experiment
523134,hteaw,rukct,rukct,eey,hteaw,rukct,rukct,eey,rukct,hteaw,eey,uns,rukct,1,64103752,1023,ABBCABBC,experiment
537022,rthae,yiapdmr,yiapdmr,olrecihpet,rthae,yiapdmr,yiapdmr,olrecihpet,olrecihpet,rthae,hteaw,yiapdmr,yiapdmr,1,64510372,3021,ABBCABBC,experiment
634897,yke,haremm,haremm,turaig,yke,haremm,haremm,turaig,uns,turaig,haremm,yke,haremm,1,31540627,2301,ABBCABBC,experiment
333697,lbbu,lbbu,lbbu,rukct,lbbu,lbbu,lbbu,rukct,lebl,uns,rukct,lbbu,lbbu,1,37462105,1320,AAABAAAB,experiment
393645,ecbu,ecbu,ecbu,rthae,ecbu,ecbu,ecbu,rthae,lebl,ecbu,yiapdmr,rthae,ecbu,1,51230467,1320,AAABAAAB,experiment
312333,rukct,rtrcao,rukct,rtrcao,misle,rthae,misle,rthae,rthae,misle,rukct,rtrcao,rtrcao,1,25147360,1320,ABABCDCD,experiment
495006,atrs,rthae,rthae,atrs,atrs,rthae,rthae,atrs,haremm,rtrcao,rthae,atrs,rthae,1,64310275,1320,ABBAABBA,experiment
321829,haremm,yiapdmr,yiapdmr,haremm,haremm,yiapdmr,yiapdmr,haremm,eey,yiapdmr,hteaw,haremm,yiapdmr,1,75146230,132,ABBAABBA,experiment
100759,yke,yiapdmr,yiapdmr,yke,rukct,turaig,turaig,rukct,rukct,yke,turaig,yiapdmr,yiapdmr,1,54761320,3210,ABBACDDC,experiment
167465,hteaw,rthae,lebl,turaig,turaig,lebl,rthae,hteaw,lebl,rthae,hteaw,turaig,rthae,1,20576314,1230,ABCDDCBA,experiment
112347,rukct,misle,yiapdmr,turaig,uns,uns,turaig,yiapdmr,rukct,turaig,yiapdmr,misle,misle,1,62410537,3201,ABCDEEDC,experiment
613040,turaig,uns,uns,turaig,yiapdmr,atrs,atrs,yiapdmr,uns,turaig,atrs,yiapdmr,uns,1,46701235,3012,ABBACDDC,experiment
331726,yke,rtrcao,rukct,yke,yke,rtrcao,rukct,yke,rukct,hteaw,yke,rtrcao,rtrcao,1,2365714,1032,ABCAABCA,experiment
457338,hteaw,rukct,eey,hteaw,hteaw,rukct,eey,hteaw,rthae,hteaw,eey,rukct,rukct,1,62715340,231,ABCAABCA,experiment
588100,olrecihpet,rtrcao,uns,yiapdmr,yiapdmr,uns,rtrcao,olrecihpet,yiapdmr,olrecihpet,rtrcao,uns,rtrcao,1,65237104,1203,ABCDDCBA,experiment
505015,haremm,turaig,lebl,hteaw,yiapdmr,yiapdmr,hteaw,lebl,haremm,hteaw,turaig,yiapdmr,turaig,1,1742653,213,ABCDEEDC,experiment
144856,rthae,rthae,rthae,lbbu,rthae,rthae,rthae,lbbu,yke,lbbu,eey,rthae,rthae,2,74021536,3201,AAABAAAB,experiment
106106,atrs,yke,atrs,yke,misle,yiapdmr,misle,yiapdmr,atrs,yiapdmr,yke,misle,atrs,2,60231574,2130,ABABCDCD,experiment
222639,misle,olrecihpet,misle,olrecihpet,hteaw,rtrcao,hteaw,rtrcao,rtrcao,misle,olrecihpet,hteaw,misle,2,13702465,3012,ABABCDCD,experiment
331497,uns,rthae,rthae,uns,uns,rthae,rthae,uns,rthae,rukct,uns,eey,rthae,2,63127450,2130,ABBAABBA,experiment
605684,lebl,atrs,atrs,lebl,ecbu,hteaw,hteaw,ecbu,ecbu,hteaw,lebl,atrs,atrs,2,71304625,3201,ABBACDDC,experiment
314343,hteaw,rthae,olrecihpet,hteaw,hteaw,rthae,olrecihpet,hteaw,eey,olrecihpet,hteaw,rthae,olrecihpet,2,36125704,3012,ABCAABCA,experiment
422173,atrs,yiapdmr,olrecihpet,haremm,haremm,olrecihpet,yiapdmr,atrs,atrs,olrecihpet,haremm,yiapdmr,olrecihpet,2,23014657,1203,ABCDDCBA,experiment
40398,atrs,haremm,olrecihpet,rtrcao,rukct,rukct,rtrcao,olrecihpet,rukct,olrecihpet,haremm,atrs,olrecihpet,2,51463702,3201,ABCDEEDC,experiment
428986,rthae,yiapdmr,yiapdmr,rthae,olrecihpet,rtrcao,rtrcao,olrecihpet,yiapdmr,rthae,rtrcao,olrecihpet,yiapdmr,2,43251076,321,ABBACDDC,experiment
530102,rukct,eey,eey,rtrcao,rukct,eey,eey,rtrcao,atrs,rtrcao,rukct,eey,eey,2,36507241,132,ABBCABBC,experiment
75115,yke,rtrcao,eey,yke,yke,rtrcao,eey,yke,rtrcao,eey,olrecihpet,yke,eey,2,41062573,2310,ABCAABCA,experiment
508011,yke,rtrcao,uns,rukct,rukct,uns,rtrcao,yke,rukct,uns,rtrcao,yke,uns,2,6253147,2310,ABCDDCBA,experiment
127940,eey,yiapdmr,ecbu,atrs,yke,yke,atrs,ecbu,yke,ecbu,eey,yiapdmr,ecbu,2,12340657,1203,ABCDEEDC,experiment
526746,rukct,rukct,rukct,rtrcao,rukct,rukct,rukct,rtrcao,hteaw,eey,rtrcao,rukct,rukct,2,46017235,3201,AAABAAAB,experiment
182672,lebl,turaig,lebl,turaig,haremm,uns,haremm,uns,turaig,lebl,haremm,uns,lebl,2,61073452,3210,ABABCDCD,experiment
516999,yiapdmr,misle,misle,yiapdmr,yiapdmr,misle,misle,yiapdmr,yiapdmr,haremm,rthae,misle,misle,2,75012463,1032,ABBAABBA,experiment
523134,hteaw,rukct,rukct,eey,hteaw,rukct,rukct,eey,turaig,hteaw,rukct,eey,rukct,2,64103752,1023,ABBCABBC,experiment
537022,rthae,yiapdmr,yiapdmr,olrecihpet,rthae,yiapdmr,yiapdmr,olrecihpet,yiapdmr,rthae,olrecihpet,ecbu,yiapdmr,2,64510372,3021,ABBCABBC,experiment
634897,yke,haremm,haremm,turaig,yke,haremm,haremm,turaig,haremm,yke,hteaw,turaig,haremm,2,31540627,2301,ABBCABBC,experiment
333697,lbbu,lbbu,lbbu,rukct,lbbu,lbbu,lbbu,rukct,rukct,lbbu,eey,hteaw,lbbu,2,37462105,1320,AAABAAAB,experiment
393645,ecbu,ecbu,ecbu,rthae,ecbu,ecbu,ecbu,rthae,lebl,yiapdmr,rthae,ecbu,ecbu,2,51230467,1320,AAABAAAB,experiment
312333,rukct,rtrcao,rukct,rtrcao,misle,rthae,misle,rthae,rtrcao,rthae,misle,rukct,rukct,2,25147360,1320,ABABCDCD,experiment
495006,atrs,rthae,rthae,atrs,atrs,rthae,rthae,atrs,rtrcao,rthae,atrs,misle,rthae,2,64310275,1320,ABBAABBA,experiment
321829,haremm,yiapdmr,yiapdmr,haremm,haremm,yiapdmr,yiapdmr,haremm,lebl,lbbu,yiapdmr,haremm,yiapdmr,2,75146230,132,ABBAABBA,experiment
100759,yke,yiapdmr,yiapdmr,yke,rukct,turaig,turaig,rukct,yiapdmr,yke,turaig,rukct,yiapdmr,2,54761320,3210,ABBACDDC,experiment
167465,hteaw,rthae,lebl,turaig,turaig,lebl,rthae,hteaw,turaig,lebl,rthae,hteaw,lebl,2,20576314,1230,ABCDDCBA,experiment
112347,rukct,misle,yiapdmr,turaig,uns,uns,turaig,yiapdmr,yiapdmr,turaig,rukct,misle,yiapdmr,2,62410537,3201,ABCDEEDC,experiment
613040,turaig,uns,uns,turaig,yiapdmr,atrs,atrs,yiapdmr,atrs,turaig,yiapdmr,uns,uns,2,46701235,3012,ABBACDDC,experiment
331726,yke,rtrcao,rukct,yke,yke,rtrcao,rukct,yke,yke,rukct,haremm,rtrcao,rukct,2,2365714,1032,ABCAABCA,experiment
457338,hteaw,rukct,eey,hteaw,hteaw,rukct,eey,hteaw,hteaw,eey,rukct,misle,eey,2,62715340,231,ABCAABCA,experiment
588100,olrecihpet,rtrcao,uns,yiapdmr,yiapdmr,uns,rtrcao,olrecihpet,yiapdmr,uns,rtrcao,olrecihpet,uns,2,65237104,1203,ABCDDCBA,experiment
505015,haremm,turaig,lebl,hteaw,yiapdmr,yiapdmr,hteaw,lebl,haremm,yiapdmr,turaig,lebl,lebl,2,1742653,213,ABCDEEDC,experiment
144856,rthae,rthae,rthae,lbbu,rthae,rthae,rthae,lbbu,lbbu,haremm,turaig,rthae,lbbu,3,74021536,3201,AAABAAAB,experiment
106106,atrs,yke,atrs,yke,misle,yiapdmr,misle,yiapdmr,yke,misle,yiapdmr,atrs,yke,3,60231574,2130,ABABCDCD,experiment
222639,misle,olrecihpet,misle,olrecihpet,hteaw,rtrcao,hteaw,rtrcao,rtrcao,hteaw,misle,olrecihpet,olrecihpet,3,13702465,3012,ABABCDCD,experiment
331497,uns,rthae,rthae,uns,uns,rthae,rthae,uns,eey,rthae,uns,lebl,uns,3,63127450,2130,ABBAABBA,experiment
605684,lebl,atrs,atrs,lebl,ecbu,hteaw,hteaw,ecbu,lebl,atrs,hteaw,ecbu,lebl,3,71304625,3201,ABBACDDC,experiment
314343,hteaw,rthae,olrecihpet,hteaw,hteaw,rthae,olrecihpet,hteaw,olrecihpet,rthae,rukct,hteaw,hteaw,3,36125704,3012,ABCAABCA,experiment
422173,atrs,yiapdmr,olrecihpet,haremm,haremm,olrecihpet,yiapdmr,atrs,haremm,atrs,olrecihpet,yiapdmr,haremm,3,23014657,1203,ABCDDCBA,experiment
40398,atrs,haremm,olrecihpet,rtrcao,rukct,rukct,rtrcao,olrecihpet,rtrcao,atrs,olrecihpet,rukct,rtrcao,3,51463702,3201,ABCDEEDC,experiment
428986,rthae,yiapdmr,yiapdmr,rthae,olrecihpet,rtrcao,rtrcao,olrecihpet,yiapdmr,rthae,rtrcao,olrecihpet,rthae,3,43251076,321,ABBACDDC,experiment
530102,rukct,eey,eey,rtrcao,rukct,eey,eey,rtrcao,eey,rukct,yke,rtrcao,rtrcao,3,36507241,132,ABBCABBC,experiment
75115,yke,rtrcao,eey,yke,yke,rtrcao,eey,yke,yke,ecbu,eey,rtrcao,yke,3,41062573,2310,ABCAABCA,experiment
508011,yke,rtrcao,uns,rukct,rukct,uns,rtrcao,yke,uns,rukct,rtrcao,yke,rukct,3,6253147,2310,ABCDDCBA,experiment
127940,eey,yiapdmr,ecbu,atrs,yke,yke,atrs,ecbu,yiapdmr,ecbu,atrs,eey,atrs,3,12340657,1203,ABCDEEDC,experiment
526746,rukct,rukct,rukct,rtrcao,rukct,rukct,rukct,rtrcao,rukct,rtrcao,misle,haremm,rtrcao,3,46017235,3201,AAABAAAB,experiment
182672,lebl,turaig,lebl,turaig,haremm,uns,haremm,uns,turaig,haremm,lebl,uns,turaig,3,61073452,3210,ABABCDCD,experiment
516999,yiapdmr,misle,misle,yiapdmr,yiapdmr,misle,misle,yiapdmr,uns,yiapdmr,misle,hteaw,yiapdmr,3,75012463,1032,ABBAABBA,experiment
523134,hteaw,rukct,rukct,eey,hteaw,rukct,rukct,eey,rukct,rtrcao,eey,hteaw,eey,3,64103752,1023,ABBCABBC,experiment
537022,rthae,yiapdmr,yiapdmr,olrecihpet,rthae,yiapdmr,yiapdmr,olrecihpet,rthae,yiapdmr,turaig,olrecihpet,olrecihpet,3,64510372,3021,ABBCABBC,experiment
634897,yke,haremm,haremm,turaig,yke,haremm,haremm,turaig,atrs,yke,turaig,haremm,turaig,3,31540627,2301,ABBCABBC,experiment
333697,lbbu,lbbu,lbbu,rukct,lbbu,lbbu,lbbu,rukct,lbbu,olrecihpet,misle,rukct,rukct,3,37462105,1320,AAABAAAB,experiment
393645,ecbu,ecbu,ecbu,rthae,ecbu,ecbu,ecbu,rthae,yke,rthae,ecbu,haremm,rthae,3,51230467,1320,AAABAAAB,experiment
312333,rukct,rtrcao,rukct,rtrcao,misle,rthae,misle,rthae,rthae,rukct,rtrcao,misle,rtrcao,3,25147360,1320,ABABCDCD,experiment
495006,atrs,rthae,rthae,atrs,atrs,rthae,rthae,atrs,uns,atrs,hteaw,rthae,atrs,3,64310275,1320,ABBAABBA,experiment
321829,haremm,yiapdmr,yiapdmr,haremm,haremm,yiapdmr,yiapdmr,haremm,lebl,yiapdmr,haremm,lbbu,haremm,3,75146230,132,ABBAABBA,experiment
100759,yke,yiapdmr,yiapdmr,yke,rukct,turaig,turaig,rukct,rukct,yiapdmr,turaig,yke,yke,3,54761320,3210,ABBACDDC,experiment
167465,hteaw,rthae,lebl,turaig,turaig,lebl,rthae,hteaw,lebl,turaig,hteaw,rthae,turaig,3,20576314,1230,ABCDDCBA,experiment
112347,rukct,misle,yiapdmr,turaig,uns,uns,turaig,yiapdmr,rukct,turaig,misle,uns,turaig,3,62410537,3201,ABCDEEDC,experiment
613040,turaig,uns,uns,turaig,yiapdmr,atrs,atrs,yiapdmr,yiapdmr,uns,turaig,atrs,turaig,3,46701235,3012,ABBACDDC,experiment
331726,yke,rtrcao,rukct,yke,yke,rtrcao,rukct,yke,olrecihpet,rtrcao,yke,rukct,yke,3,2365714,1032,ABCAABCA,experiment
457338,hteaw,rukct,eey,hteaw,hteaw,rukct,eey,hteaw,hteaw,rukct,rtrcao,eey,hteaw,3,62715340,231,ABCAABCA,experiment
588100,olrecihpet,rtrcao,uns,yiapdmr,yiapdmr,uns,rtrcao,olrecihpet,rtrcao,uns,olrecihpet,yiapdmr,yiapdmr,3,65237104,1203,ABCDDCBA,experiment
505015,haremm,turaig,lebl,hteaw,yiapdmr,yiapdmr,hteaw,lebl,hteaw,turaig,lebl,yiapdmr,hteaw,3,1742653,213,ABCDEEDC,experiment
144856,rthae,rthae,rthae,lbbu,rthae,rthae,rthae,lbbu,misle,rthae,lbbu,yke,rthae,4,74021536,3201,AAABAAAB,experiment
106106,atrs,yke,atrs,yke,misle,yiapdmr,misle,yiapdmr,atrs,yiapdmr,misle,yke,misle,4,60231574,2130,ABABCDCD,experiment
222639,misle,olrecihpet,misle,olrecihpet,hteaw,rtrcao,hteaw,rtrcao,olrecihpet,misle,hteaw,rtrcao,hteaw,4,13702465,3012,ABABCDCD,experiment
331497,uns,rthae,rthae,uns,uns,rthae,rthae,uns,rthae,atrs,uns,yke,uns,4,63127450,2130,ABBAABBA,experiment
605684,lebl,atrs,atrs,lebl,ecbu,hteaw,hteaw,ecbu,ecbu,hteaw,atrs,lebl,ecbu,4,71304625,3201,ABBACDDC,experiment
