item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern
59968,guitar,truck,truck,guitar,guitar,truck,truck,guitar,star,truck,guitar,helicopter,guitar,7,17546023,2130,ABBAABBA
569816,eye,bell,bell,eye,eye,bell,bell,eye,key,bell,star,eye,eye,7,36570421,1023,ABBAABBA
212556,carrot,key,key,carrot,carrot,key,key,carrot,cube,eye,key,carrot,carrot,7,16453702,0132,ABBAABBA
400837,carrot,eye,eye,carrot,carrot,eye,eye,carrot,smile,carrot,bell,eye,carrot,7,47053126,0123,ABBAABBA
350463,sun,bell,bell,sun,sun,bell,bell,sun,bell,wheat,eye,sun,sun,7,36014275,0213,ABBAABBA
92275,heart,sun,sun,heart,star,carrot,star,carrot,star,heart,carrot,sun,carrot,7,56732104,0213,ABBACDCD
162799,smile,wheat,wheat,smile,eye,hammer,eye,hammer,smile,wheat,eye,hammer,hammer,7,43215607,2013,ABBACDCD
16860,pyramid,smile,smile,pyramid,star,helicopter,star,helicopter,smile,star,pyramid,helicopter,helicopter,7,60452137,3201,ABBACDCD
355564,bulb,carrot,carrot,bulb,hammer,sun,hammer,sun,bulb,sun,hammer,carrot,sun,7,52641703,0231,ABBACDCD
94057,heart,wheat,wheat,heart,eye,truck,eye,truck,eye,wheat,truck,heart,truck,7,50176432,0123,ABBACDCD
205533,key,hammer,hammer,key,eye,bell,eye,bell,hammer,eye,key,bell,bell,7,21460735,2130,ABBACDCD
356608,sun,pyramid,pyramid,sun,bulb,truck,bulb,truck,truck,pyramid,sun,bulb,truck,7,73402165,2310,ABBACDCD
116538,bulb,star,star,bulb,cube,wheat,cube,wheat,wheat,star,cube,bulb,wheat,7,04356712,3021,ABBACDCD
590002,pyramid,wheat,wheat,pyramid,sun,helicopter,sun,helicopter,wheat,sun,pyramid,helicopter,helicopter,7,10267345,2130,ABBACDCD
108265,bell,key,key,bell,sun,smile,sun,smile,smile,key,sun,bell,smile,7,04615237,0321,ABBACDCD
212286,wheat,carrot,carrot,pyramid,wheat,carrot,carrot,pyramid,pyramid,wheat,carrot,sun,pyramid,7,16472053,1302,ABBCABBC
318953,pyramid,sun,sun,key,pyramid,sun,sun,key,pyramid,sun,key,smile,key,7,43756021,1023,ABBCABBC
366270,carrot,smile,smile,sun,carrot,smile,smile,sun,sun,carrot,star,smile,sun,7,01625347,1230,ABBCABBC
570471,wheat,truck,truck,heart,wheat,truck,truck,heart,truck,wheat,key,heart,heart,7,50432617,3201,ABBCABBC
588344,bulb,hammer,hammer,pyramid,bulb,hammer,hammer,pyramid,bulb,pyramid,hammer,bell,pyramid,7,17236405,0321,ABBCABBC
372963,smile,hammer,hammer,eye,smile,hammer,hammer,eye,eye,wheat,hammer,smile,eye,7,25413760,0312,ABBCABBC
469963,bell,smile,smile,eye,bell,smile,smile,eye,bell,eye,guitar,smile,eye,7,56207314,0123,ABBCABBC
81254,pyramid,bulb,bulb,helicopter,pyramid,bulb,bulb,helicopter,bulb,eye,pyramid,helicopter,helicopter,7,73610452,3012,ABBCABBC
359803,smile,eye,eye,wheat,smile,eye,eye,wheat,hammer,smile,eye,wheat,wheat,7,63175240,2013,ABBCABBC
262802,star,wheat,wheat,bulb,star,wheat,wheat,bulb,bulb,wheat,sun,star,bulb,7,14652703,3210,ABBCABBC
526609,carrot,guitar,key,carrot,carrot,guitar,key,carrot,key,guitar,carrot,sun,carrot,7,30621475,2301,ABCAABCA
534600,truck,smile,heart,truck,truck,smile,heart,truck,heart,eye,truck,smile,truck,7,21675304,0213,ABCAABCA
510017,wheat,heart,pyramid,wheat,wheat,heart,pyramid,wheat,heart,wheat,pyramid,star,wheat,7,65073142,2130,ABCAABCA
141971,key,bell,bulb,key,key,bell,bulb,key,bulb,bell,truck,key,key,7,17524630,0132,ABCAABCA
357506,key,carrot,pyramid,key,key,carrot,pyramid,key,pyramid,key,wheat,carrot,key,7,07125436,2310,ABCAABCA
399901,bulb,wheat,eye,bulb,bulb,wheat,eye,bulb,bulb,truck,eye,wheat,bulb,7,17460253,3012,ABCAABCA
640535,bell,smile,bulb,bell,bell,smile,bulb,bell,smile,bell,sun,bulb,bell,7,37605412,2310,ABCAABCA
362769,cube,helicopter,bell,cube,cube,helicopter,bell,cube,bell,cube,helicopter,smile,cube,7,37504216,1032,ABCAABCA
510611,smile,star,key,smile,smile,star,key,smile,sun,smile,star,key,smile,7,47210365,1320,ABCAABCA
208966,wheat,heart,smile,wheat,wheat,heart,smile,wheat,smile,heart,wheat,key,wheat,7,40751263,2013,ABCAABCA
631566,bell,heart,star,sun,sun,star,heart,bell,sun,star,heart,bell,bell,7,56431072,1302,ABCDDCBA
541441,wheat,guitar,truck,smile,smile,truck,guitar,wheat,truck,guitar,smile,wheat,wheat,7,06735142,2301,ABCDDCBA
528608,carrot,eye,smile,truck,truck,smile,eye,carrot,eye,smile,truck,carrot,carrot,7,15763240,2031,ABCDDCBA
328861,carrot,helicopter,star,hammer,hammer,star,helicopter,carrot,helicopter,star,hammer,carrot,carrot,7,01645237,1023,ABCDDCBA
368835,pyramid,key,truck,hammer,hammer,truck,key,pyramid,pyramid,key,hammer,truck,pyramid,7,70315264,0213,ABCDDCBA
515455,key,star,smile,hammer,hammer,smile,star,key,key,hammer,star,smile,key,7,52461370,3210,ABCDDCBA
243252,wheat,guitar,bell,star,star,bell,guitar,wheat,guitar,bell,wheat,star,wheat,7,73025164,0312,ABCDDCBA
216865,bell,carrot,key,pyramid,pyramid,key,carrot,bell,bell,pyramid,carrot,key,bell,7,15304276,2310,ABCDDCBA
123170,key,eye,carrot,guitar,guitar,carrot,eye,key,key,carrot,eye,guitar,key,7,20674531,2301,ABCDDCBA
222107,bulb,bell,star,heart,heart,star,bell,bulb,heart,bulb,star,bell,bulb,7,64537021,3102,ABCDDCBA
14196,smile,pyramid,wheat,truck,helicopter,helicopter,truck,wheat,helicopter,pyramid,truck,wheat,wheat,7,01647235,2013,ABCDEEDC
384553,heart,truck,bulb,sun,hammer,hammer,sun,bulb,hammer,heart,sun,bulb,bulb,7,61240357,3201,ABCDEEDC
180674,bulb,truck,helicopter,smile,eye,eye,smile,helicopter,eye,helicopter,truck,smile,helicopter,7,04213576,1230,ABCDEEDC
224050,smile,bulb,key,truck,wheat,wheat,truck,key,smile,key,bulb,truck,key,7,53140726,3210,ABCDEEDC
208813,bell,heart,sun,cube,star,star,cube,sun,cube,sun,bell,star,sun,7,46531072,1230,ABCDEEDC
570951,helicopter,guitar,carrot,key,pyramid,pyramid,key,carrot,key,pyramid,carrot,helicopter,carrot,7,70236145,2301,ABCDEEDC
532085,guitar,eye,helicopter,bulb,cube,cube,bulb,helicopter,cube,eye,guitar,helicopter,helicopter,7,23167540,3102,ABCDEEDC
491390,wheat,eye,hammer,star,cube,cube,star,hammer,wheat,eye,star,hammer,hammer,7,52367041,1203,ABCDEEDC
487638,smile,truck,key,star,pyramid,pyramid,star,key,truck,key,pyramid,smile,key,7,53204761,1230,ABCDEEDC
507003,guitar,pyramid,bulb,eye,truck,truck,eye,bulb,pyramid,truck,bulb,guitar,bulb,7,60417532,2301,ABCDEEDC
