item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern
638447,carrot,pyramid,pyramid,carrot,star,bulb,star,bulb,carrot,star,bulb,pyramid,bulb,7,70243165,2301,ABBACDCD
282629,key,sun,sun,key,carrot,helicopter,carrot,helicopter,sun,helicopter,key,carrot,helicopter,7,73526140,1203,ABBACDCD
385295,guitar,wheat,wheat,guitar,heart,carrot,heart,carrot,heart,carrot,wheat,guitar,carrot,7,52061473,1023,ABBACDCD
286523,heart,cube,cube,heart,sun,bell,sun,bell,sun,cube,bell,heart,bell,7,23054176,1320,ABBACDCD
520891,hammer,helicopter,helicopter,hammer,star,cube,star,cube,helicopter,cube,star,hammer,cube,7,34206175,3120,ABBACDCD
75416,helicopter,eye,eye,sun,helicopter,eye,eye,sun,sun,helicopter,eye,pyramid,sun,7,07263541,3201,ABBCABBC
461396,wheat,bulb,bulb,pyramid,wheat,bulb,bulb,pyramid,carrot,wheat,pyramid,bulb,pyramid,7,71642503,0213,ABBCABBC
370780,helicopter,cube,cube,pyramid,helicopter,cube,cube,pyramid,cube,helicopter,pyramid,carrot,pyramid,7,74360152,3120,ABBCABBC
324366,cube,heart,heart,guitar,cube,heart,heart,guitar,sun,heart,guitar,cube,guitar,7,12567340,0132,ABBCABBC
8675,carrot,hammer,hammer,bulb,carrot,hammer,hammer,bulb,pyramid,hammer,bulb,carrot,bulb,7,52360471,0312,ABBCABBC
85047,bell,heart,heart,eye,bell,heart,heart,eye,key,eye,heart,bell,eye,7,45716032,3102,ABBCABBC
410518,bulb,eye,eye,star,bulb,eye,eye,star,star,bulb,key,eye,star,7,62015347,3120,ABBCABBC
173834,helicopter,bell,bell,heart,helicopter,bell,bell,heart,helicopter,bell,cube,heart,heart,7,74510326,0213,ABBCABBC
546468,hammer,bell,bell,carrot,hammer,bell,bell,carrot,key,hammer,bell,carrot,carrot,7,02153746,2031,ABBCABBC
321040,sun,star,star,pyramid,sun,star,star,pyramid,heart,star,sun,pyramid,pyramid,7,54071623,3102,ABBCABBC
177535,guitar,heart,key,guitar,guitar,heart,key,guitar,guitar,key,heart,hammer,guitar,7,13246705,2031,ABCAABCA
235397,truck,cube,bulb,truck,truck,cube,bulb,truck,hammer,bulb,cube,truck,truck,7,63450172,2130,ABCAABCA
329342,eye,wheat,heart,eye,eye,wheat,heart,eye,pyramid,heart,wheat,eye,eye,7,67013245,0231,ABCAABCA
313654,smile,bell,sun,smile,smile,bell,sun,smile,bell,pyramid,smile,sun,smile,7,56210374,0312,ABCAABCA
207227,bell,carrot,truck,bell,bell,carrot,truck,bell,carrot,sun,bell,truck,bell,7,75031462,0231,ABCAABCA
414,star,hammer,eye,star,star,hammer,eye,star,star,wheat,hammer,eye,star,7,62354701,1302,ABCAABCA
311004,guitar,hammer,truck,guitar,guitar,hammer,truck,guitar,truck,eye,hammer,guitar,guitar,7,01476235,1032,ABCAABCA
290804,bell,wheat,pyramid,bell,bell,wheat,pyramid,bell,pyramid,carrot,wheat,bell,bell,7,27615304,0132,ABCAABCA
4930,eye,key,heart,eye,eye,key,heart,eye,heart,key,hammer,eye,eye,7,57264301,1023,ABCAABCA
108426,truck,bulb,wheat,truck,truck,bulb,wheat,truck,smile,bulb,wheat,truck,truck,7,31506427,1023,ABCAABCA
63232,guitar,smile,carrot,truck,truck,carrot,smile,guitar,smile,carrot,truck,guitar,guitar,7,60154273,0213,ABCDDCBA
560399,key,guitar,sun,pyramid,pyramid,sun,guitar,key,pyramid,key,guitar,sun,key,7,47156302,0132,ABCDDCBA
60379,key,hammer,pyramid,guitar,guitar,pyramid,hammer,key,hammer,pyramid,guitar,key,key,7,74653210,3201,ABCDDCBA
527403,bulb,carrot,truck,star,star,truck,carrot,bulb,carrot,truck,star,bulb,bulb,7,20173564,3120,ABCDDCBA
617673,star,truck,pyramid,bell,bell,pyramid,truck,star,bell,truck,pyramid,star,star,7,37152064,1302,ABCDDCBA
186958,sun,carrot,smile,pyramid,pyramid,smile,carrot,sun,sun,carrot,smile,pyramid,sun,7,52361740,3201,ABCDDCBA
125965,carrot,key,truck,hammer,hammer,truck,key,carrot,carrot,hammer,key,truck,carrot,7,27015346,0312,ABCDDCBA
446109,carrot,wheat,cube,hammer,hammer,cube,wheat,carrot,wheat,hammer,cube,carrot,carrot,7,57320416,2031,ABCDDCBA
103077,carrot,heart,key,smile,smile,key,heart,carrot,smile,carrot,heart,key,carrot,7,06247513,3012,ABCDDCBA
334849,pyramid,smile,star,carrot,carrot,star,smile,pyramid,smile,star,pyramid,carrot,pyramid,7,71263405,0321,ABCDDCBA
559794,wheat,bulb,carrot,helicopter,guitar,guitar,helicopter,carrot,guitar,carrot,helicopter,wheat,carrot,7,02365417,3102,ABCDEEDC
410380,smile,helicopter,star,bulb,wheat,wheat,bulb,star,star,helicopter,smile,bulb,star,7,54762310,1032,ABCDEEDC
565919,bell,pyramid,carrot,star,eye,eye,star,carrot,bell,eye,carrot,pyramid,carrot,7,07253146,0231,ABCDEEDC
64740,bulb,eye,guitar,smile,star,star,smile,guitar,guitar,smile,bulb,eye,guitar,7,65024713,3210,ABCDEEDC
609404,bell,guitar,sun,key,pyramid,pyramid,key,sun,guitar,bell,pyramid,sun,sun,7,27103654,2031,ABCDEEDC
556261,wheat,hammer,eye,cube,bell,bell,cube,eye,wheat,bell,hammer,eye,eye,7,15362407,3201,ABCDEEDC
186968,carrot,cube,truck,bell,guitar,guitar,bell,truck,truck,guitar,cube,carrot,truck,7,62501374,3201,ABCDEEDC
489720,sun,heart,smile,guitar,eye,eye,guitar,smile,guitar,smile,heart,eye,smile,7,75023416,2103,ABCDEEDC
305336,pyramid,eye,hammer,star,cube,cube,star,hammer,cube,pyramid,hammer,star,hammer,7,27035416,2103,ABCDEEDC
420212,guitar,helicopter,bulb,star,smile,smile,star,bulb,guitar,helicopter,bulb,smile,bulb,7,60527341,1203,ABCDEEDC
