item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern
172916,smile,cube,cube,smile,smile,cube,cube,smile,key,hammer,cube,smile,smile,7,23457106,2301,ABBAABBA
192524,truck,wheat,wheat,truck,truck,wheat,wheat,truck,bulb,wheat,eye,truck,truck,7,53410762,0312,ABBAABBA
660756,guitar,wheat,wheat,guitar,guitar,wheat,wheat,guitar,eye,guitar,wheat,heart,guitar,7,56473210,0321,ABBAABBA
61654,guitar,eye,eye,guitar,guitar,eye,eye,guitar,guitar,eye,cube,bell,guitar,7,05714362,3201,ABBAABBA
395264,bell,eye,eye,bell,bell,eye,eye,bell,cube,eye,bell,helicopter,bell,7,20753614,0213,ABBAABBA
569410,guitar,eye,eye,guitar,hammer,helicopter,hammer,helicopter,guitar,hammer,eye,helicopter,helicopter,7,21736045,0231,ABBACDCD
475441,key,wheat,wheat,key,helicopter,smile,helicopter,smile,helicopter,smile,key,wheat,smile,7,72540136,3201,ABBACDCD
170785,pyramid,helicopter,helicopter,pyramid,star,smile,star,smile,star,helicopter,pyramid,smile,smile,7,32465071,2310,ABBACDCD
440654,wheat,bell,bell,wheat,smile,star,smile,star,bell,star,smile,wheat,star,7,05741326,2013,ABBACDCD
608160,bulb,carrot,carrot,bulb,truck,cube,truck,cube,bulb,carrot,truck,cube,cube,7,20541673,3201,ABBACDCD
426304,sun,guitar,guitar,sun,heart,star,heart,star,guitar,sun,star,heart,star,7,06145732,1203,ABBACDCD
308708,star,eye,eye,star,key,hammer,key,hammer,key,hammer,star,eye,hammer,7,46317502,3201,ABBACDCD
532069,star,wheat,wheat,star,bell,key,bell,key,wheat,key,star,bell,key,7,12357064,3210,ABBACDCD
616925,helicopter,hammer,hammer,helicopter,star,truck,star,truck,helicopter,star,hammer,truck,truck,7,40367512,0321,ABBACDCD
554893,smile,bulb,bulb,smile,hammer,key,hammer,key,bulb,smile,hammer,key,key,7,06257341,2310,ABBACDCD
313232,key,helicopter,helicopter,sun,key,helicopter,helicopter,sun,key,sun,helicopter,heart,sun,7,57610234,1203,ABBCABBC
553231,cube,hammer,hammer,truck,cube,hammer,hammer,truck,hammer,cube,truck,sun,truck,7,31572604,1320,ABBCABBC
376178,bell,helicopter,helicopter,heart,bell,helicopter,helicopter,heart,helicopter,bulb,bell,heart,heart,7,03147652,2013,ABBCABBC
12902,pyramid,bell,bell,hammer,pyramid,bell,bell,hammer,bell,hammer,smile,pyramid,hammer,7,25604137,3012,ABBCABBC
626450,cube,sun,sun,wheat,cube,sun,sun,wheat,eye,sun,wheat,cube,wheat,7,60172453,3102,ABBCABBC
203278,key,carrot,carrot,guitar,key,carrot,carrot,guitar,star,carrot,guitar,key,guitar,7,17453620,0231,ABBCABBC
11348,hammer,bell,bell,helicopter,hammer,bell,bell,helicopter,bell,guitar,helicopter,hammer,helicopter,7,54671302,1302,ABBCABBC
276207,eye,truck,truck,wheat,eye,truck,truck,wheat,wheat,bulb,eye,truck,wheat,7,02145367,1032,ABBCABBC
230050,pyramid,hammer,hammer,wheat,pyramid,hammer,hammer,wheat,hammer,bulb,pyramid,wheat,wheat,7,47563102,1302,ABBCABBC
2727,heart,key,key,bulb,heart,key,key,bulb,key,heart,bulb,bell,bulb,7,32051467,2013,ABBCABBC
140504,smile,helicopter,bell,smile,smile,helicopter,bell,smile,eye,smile,helicopter,bell,smile,7,15462307,0231,ABCAABCA
215232,pyramid,smile,key,pyramid,pyramid,smile,key,pyramid,pyramid,key,truck,smile,pyramid,7,32476501,1302,ABCAABCA
125048,star,guitar,wheat,star,star,guitar,wheat,star,star,guitar,wheat,bell,star,7,71605342,3021,ABCAABCA
459972,star,bell,helicopter,star,star,bell,helicopter,star,helicopter,bell,star,smile,star,7,76142503,1230,ABCAABCA
519064,bell,key,carrot,bell,bell,key,carrot,bell,helicopter,key,carrot,bell,bell,7,14637502,0312,ABCAABCA
570809,eye,helicopter,pyramid,eye,eye,helicopter,pyramid,eye,eye,helicopter,pyramid,key,eye,7,57123064,1302,ABCAABCA
529479,key,helicopter,truck,key,key,helicopter,truck,key,helicopter,truck,key,sun,key,7,02435176,1023,ABCAABCA
366662,bulb,star,helicopter,bulb,bulb,star,helicopter,bulb,helicopter,star,bulb,cube,bulb,7,54302716,3021,ABCAABCA
152248,bulb,heart,hammer,bulb,bulb,heart,hammer,bulb,heart,bulb,hammer,pyramid,bulb,7,12564073,0123,ABCAABCA
414673,bulb,pyramid,cube,bulb,bulb,pyramid,cube,bulb,sun,bulb,pyramid,cube,bulb,7,27345601,1320,ABCAABCA
562302,helicopter,wheat,cube,truck,truck,cube,wheat,helicopter,wheat,cube,helicopter,truck,helicopter,7,20573146,0312,ABCDDCBA
543394,smile,star,sun,carrot,carrot,sun,star,smile,smile,sun,carrot,star,smile,7,06325471,1023,ABCDDCBA
325821,guitar,carrot,star,key,key,star,carrot,guitar,carrot,star,key,guitar,guitar,7,10524367,1032,ABCDDCBA
177513,guitar,key,hammer,bulb,bulb,hammer,key,guitar,guitar,bulb,hammer,key,guitar,7,43517602,3012,ABCDDCBA
225694,cube,wheat,guitar,carrot,carrot,guitar,wheat,cube,wheat,guitar,cube,carrot,cube,7,73062514,2301,ABCDDCBA
292790,key,guitar,bulb,wheat,wheat,bulb,guitar,key,key,guitar,wheat,bulb,key,7,17560342,2103,ABCDDCBA
333569,bulb,wheat,pyramid,sun,sun,pyramid,wheat,bulb,sun,wheat,bulb,pyramid,bulb,7,40675123,1230,ABCDDCBA
16632,pyramid,key,carrot,hammer,hammer,carrot,key,pyramid,key,pyramid,carrot,hammer,pyramid,7,26473105,3012,ABCDDCBA
501321,star,eye,bell,truck,truck,bell,eye,star,bell,truck,star,eye,star,7,56013742,1023,ABCDDCBA
25372,wheat,heart,sun,star,star,sun,heart,wheat,wheat,star,heart,sun,wheat,7,72513604,1230,ABCDDCBA
29365,cube,star,helicopter,eye,smile,smile,eye,helicopter,star,eye,helicopter,cube,helicopter,7,75132064,2301,ABCDEEDC
40708,smile,carrot,cube,wheat,heart,heart,wheat,cube,cube,wheat,smile,heart,cube,7,40523617,2031,ABCDEEDC
231535,hammer,cube,wheat,truck,guitar,guitar,truck,wheat,hammer,truck,wheat,cube,wheat,7,57143026,0312,ABCDEEDC
60125,cube,sun,bulb,helicopter,hammer,hammer,helicopter,bulb,bulb,hammer,cube,sun,bulb,7,23514760,0213,ABCDEEDC
349948,wheat,guitar,bell,key,smile,smile,key,bell,smile,bell,key,guitar,bell,7,26175430,3120,ABCDEEDC
162109,bulb,cube,bell,hammer,guitar,guitar,hammer,bell,guitar,bell,hammer,bulb,bell,7,64015732,0312,ABCDEEDC
505983,key,heart,eye,bulb,cube,cube,bulb,eye,bulb,cube,heart,eye,eye,7,36207415,1203,ABCDEEDC
1757,star,pyramid,bell,key,hammer,hammer,key,bell,key,bell,pyramid,hammer,bell,7,65304712,2301,ABCDEEDC
509525,helicopter,pyramid,truck,heart,star,star,heart,truck,helicopter,truck,pyramid,star,truck,7,45726103,2103,ABCDEEDC
249199,bell,eye,hammer,helicopter,guitar,guitar,helicopter,hammer,bell,hammer,guitar,eye,hammer,7,30725614,3201,ABCDEEDC
